Campus	Department Name	Course Number	Course Name	Credits	Areas of Knowledge	Quarters Offered	Offered with	Prerequisites	Co-Requisites	Description
Bothell	CSS	497	Computer Science and Software Engineering Capstone	1				CSS350;CSS370;CSS422;CSS430		Completion of project as delineated in a contract between student, faculty advisor, and community sponsor. Prerequisite: CSS 350; CSS 370; CSS 422; CSS 430; two additional CSS courses.
Bothell	CSS	498	Independent Study	1						Individual study by arrangement with instructor.
Bothell	CSS	499	Undergraduate Research	0						Design and implementation of a research study as specified in a contract with a faculty member.
Bothell	CSS	501	Data Structures and Object-Oriented Programming I	4						Covers data structures and object-oriented programming. Studies basic and advanced data types, their uses, and implementations. Students design solutions to programming problems using object-oriented techniques with various data types. Covers algorithms and their tradeoffs. Uses modern software engineering practices.
Bothell	CSS	502	Data Structures and Object-Oriented Programming II	4				CSS501		Covers advanced data structures including trees, balanced trees, heaps, graphs, and hash tables along with associated algorithms. Covers object-oriented programming with a focus on design and implementation of problems using inheritance and polymorphism. Introduces formal automata theory. Prerequisite: minimum grade of 2.7 in CSS 501.
Bothell	CSS	503	Systems Programming	4				CSS502		Examines the logical design and programming aspects of operating systems and network communication. Topics include processes, threads, synchronization, deadlocks, memory management, virtual memory, file systems, and client-server network programming. Prerequisite: minimum grade of 2.7 in CSS 502.
Bothell	CSS	506	Software Development Processes	2						Provides a foundation in software engineering processes, methods, and practices associated with prescriptive and agile software process models. Includes the creation of artifacts commonly used to communicate, justify, and manage computing projects.
Bothell	CSS	507	Software Modeling Techniques	2				CSS506		Provides the concepts and skills needed to use modeling in software analysis and design to foster understanding and communications of a problem and its potential solutions. Includes the creation of modeling artifacts for projects by hand and using CASE tools. Prerequisite: a minimum grade of 2.7 in CSS 506.
Bothell	CSS	508	Software Testing and Quality	2				CSS507		Reviews approaches, concepts, and techniques used to validate and verify software and methods used to improve software processes. Students reflect on the applicability of software engineering and computer science methods. Prerequisite: a minimum grade of 2.7 in CSS 507.
Bothell	CSS	514	Security, Policy, Ethics, and the Legal Environment	2						Addresses ethical, legal, and policy frameworks within which information assurance and secure development lifecycle professionals must practice. Covers ethical, moral, legal and policy issues related to computers and telecommunications systems, such as how they impact privacy, fair information practices, equity, content control, and freedom of electronic speech.
Bothell	CSS	515	Contemporary Issues in Information Assurance	2						Addresses current developments in information assurance and cybersecurity, such as the changing threat spectrum, legal developments, international relationships, and intellectual property protection with an emphasis on the ethical and moral perspectives. Covers communities and resources important to becoming a responsible professional in the security field.
Bothell	CSS	517	Information Assurance and Cybersecurity	5						Explores information assurance and cybersecurity for engineering and operational environments including topics such as: secure development lifecycle; policy development and implementation; ethical obligations; risk management; security operations; common threats, vulnerabilities, and exploits; confidentiality, integrity, and availability; cryptology; information lifecycle; privacy considerations; legal and regulatory issues, and governance.
Bothell	CSS	518	Human Factors in Cybersecurity	5						Humans are considered the weakest link in cybersecurity. Regardless of the robustness of technical solutions, without an understanding and appreciation for the human factors, there will continue to be significant compromises. This course examines the human factors involved in cybersecurity, including behavioral, psychological, social, technical, and usability components.
Bothell	CSS	519	Incident Response and Risk Management	5						Risk management and incident response from an information assurance and cybersecurity perspective, including topics such as:  risk management; risk assessments; threat, vulnerability and exploit analysis; risk prioritization; risk mitigation; business impact analysis; business continuity planning; disaster recovery planning; incident response and recovery; compliance; and audits.
Bothell	CSS	527	Cryptography and Information Assurance	5				CSS517;POI		Explores the theory and application of cryptography from a computer science perspective. Examines the mathematical background, implementation, and deployment of cryptographic algorithms for symmetric and asymmetric encryption, hashing, and digital signatures. Discusses applications of cryptography to build and deploy secure systems. Prerequisite: either CSS 517, which may be taken concurrently or permission of instructor.
Bothell	CSS	532	Internet of Things	5						Studies the fundamental knowledge and technologies, implementation details, and the latest research findings of Internet of Things. Topics may include IoT components, IoT system architectures, cloud computing services for IoT, network protocols and standards for IoT, and IoT application development. Recommended: Computer networks, distributed systems, cloud computing
Bothell	CSS	533	Distributed Computing	5						Builds on knowledge of advanced programming methodologies in distributed computing. Topics include message passing, indirect communication, remote method invocation, distributed objects, multi-tier server-side programming, peer-to-peer systems, distributed synchronization, distributed check-pointing, and replica management.
Bothell	CSS	534	Parallel Programming in Grid and Cloud	5						Exploration of theoretical programming methodology and practical middleware design used for parallel programming in grid and cloud systems. Uses different programming models, parallelizing patterns, and middleware systems for designing application-specific fault-tolerant parallel software.
Bothell	CSS	535	High Performance Computing	5						Us and GPUs
Bothell	CSS	537	Network and System Security	5						Examines the theory and practice of network security, the role of cryptography, and the current state of the art in building secure networked systems. Covers topics such as access control, authentication, perimeter security defense, firewalls, virtual private networks, intrusion detection systems, and wireless security and network security auditing tools.
Bothell	CSS	538	Security in Emerging Wireless and Mobile Networks	5						Examines the security issues associated with various emerging wireless, mobile networks, and pervasive systems. Covers topics such as MAC layer and routing layer security; robust localization; trust and reputation mechanisms; mobile malwares; authentication solutions; and machine learning based intrusion detection techniques.
Bothell	CSS	539	Cybersecurity in Emerging Environments	5						Explores security issues and solutions in emerging environments and non-traditional computing platforms such as vehicular networks, mobile phone systems, and pervasive systems. Also covers topic such as usable security, managing trade-offs in resource-constrained systems, and reasoning with uncertain information.
Bothell	CSS	545	Mobile Computing	5						Is . Uses programming projects to explore the concepts and application in each area, and enable students to define a final project to combine and intersect the above areas.
Bothell	CSS	548	Introduction to Compilers	5		A				Introduces the structures and organization of programming languages; fundamentals of translation; regular expressions and context-free grammars; syntax lexical analysis, symbol tables, semantics and parsing, code generation; translation techniques such as LR, LL, and recursive descent. Offered: A.
Bothell	CSS	549	Algorithm Design and Analysis	5						Covers fundamental techniques for algorithm design and analysis, such as computational complexity, greedy algorithms, divide-and-conquer algorithms, dynamic programming, graph algorithms, randomized algorithms, and computational intractability.
Bothell	CSS	551	Advanced 3D Computer Graphics	5				CSS451		Examine topics and issues associated with the design and implementation of commercial-scale graphical applications including: system architecture, user interaction models, and issues and algorithms in modeling, animation, and rendering. Prerequisite: Cannot be taken for credit if CSS 451 already taken; recommended: Data Structures, Algorithms, Linear Algebra
Bothell	CSS	552	Topics in Rendering	5		W		CSS451		Studies core algorithms and technologies in synthesizing high quality images, including: camera models, 3D viewing, visibility sampling and approximation, light source models, material property approximation, illumination models, human vision system, and texture synthesis. Prerequisite: CSS 451. Instructors: Sung Offered: W.
Bothell	CSS	553	Software Architecture	5						Studies the concepts, representations techniques, development methods, and tools for structuring software systems. Topics include domain-specific software architectures, architecture description languages, architectural styles, product line architectures, and standards. Combines hands-on experience designing software with an understanding of recent developments in the field.
Bothell	CSS	555	Evaluating Software Design	5						Studies best software engineering practices and methods used in prescriptive and agile approached to create and evaluate software design from an quality principled point-of-view. Considers design from quality dimensions such as performance, scalability, maintainability, usability, and security.
Bothell	CSS	565	Research Methods in Software Development	5						In-depth study of research design and data analysis techniques for computing-related research activities. Students prepare a research proposal; examine experimental, quasi-experimental, and qualitative design strategies; perform meta-analytic research, define and collect appropriate software metrics; and perform appropriate advanced statistical analyses.
Bothell	CSS	566	Software Management	5						Covers theories, principles, and practices that are designed to enable project managers and other related stakeholders as they assess, choose, and use appropriate frameworks, tools, techniques, and metrics to guide software projects toward successful completion or termination.
Bothell	CSS	572	Evidence-Based Design	5						Provides a foundation in evidence-based user-centered design theory, methods, and practices for creating innovative software-enabled products.
Bothell	CSS	577	Secure Software Development	5						Examines secure design and secure coding principles, practices, and methods including least privilege, threat modeling, and static analysis. Covers common vulnerabilities such as buffer overruns, integer overflows, injection attacks, cross-site scripting, and weak error handling in detail.
Bothell	CSS	578	Ethical Penetration Testing	5						Explores ethical hacking and penetration testing tools, vulnerability analysis and exploitation, and defense techniques. Covers topics such as reconnaissance, OS fingerprinting, remote network mapping, web application, software and network vulnerabilities, attack surface analysis, fuzz testing, exploitation of vulnerabilities, credential gathering, and privilege escalation.
Bothell	CSS	579	Malware and Attack Reverse Engineering	5						Explores techniques and technologies for understanding the operation of malicious software and attacks. Discusses and explores techniques for detection, identification and prevention. Presents reverse engineering of code and network exploits as a method for understanding and development of countermeasures.
Bothell	CSS	581	Machine Learning	5						Theory and practical use of machine learning techniques, such as decision trees, logistic regression, discriminant analysis, neural networks, naive Bayes, k-nearest neighbor, support vector machines, collaborative filtering, clustering, and ensembles. Emphasizes hands-on experience with real-world datasets, combined with several programming projects.
Bothell	CSS	583	Knowledge Management Systems	5						Explores contemporary theoretical and practical implications of how to create and manage knowledge as acquired using technology. Uses different strategies such as XML, RDF, RDFS, and other approaches to provide methods and structures to organize and reference data for use within a variety of knowledge domains.
Bothell	CSS	584	Multimedia Database Systems	5						Discusses core concepts for multimedia data representation and compression. Introduces state-of-the-art techniques for multimedia data processing; compression, indexing and retrieval. Examines various multimedia systems; tools and applications.
Bothell	CSS	587	Advanced Topics in Computer Vision	5						Covers advanced topics in computer vision. Includes image and video databases, object recognition, video processing, scene reconstruction, and robot vision. Students implement projects on current topics in computer vision research.
Bothell	CSS	590	Special Topics in Computing	5				POI		Special topics in computer science and software engineering. Prerequisite: permission of instructor.
Bothell	CSS	593	Cybersecurity Engineering Capstone	1				&&CSS514&&CSS517&&CSS519&&CSS527&&CSS537&&CSS577&&CSS578		Students apply their knowledge and skills related to cybersecurity engineering in a culminated capstone project. Prerequisite: minimum grade of 2.7 in each of CSS 514, CSS 517, CSS 519, CSS 527, CSS 537, CSS 577, and CSS 578.
Bothell	CSS	595	Master's Project	1						Students apply their knowledge and skills related to computer science and software engineering in a culminating capstone project. Credit/no-credit only.
Bothell	CSS	599	Faculty Research Seminar	1						Weekly seminars on current research topics in computer science, software engineering, or cybersecurity engineering.
Bothell	CSS	600	Independent Study or Research	1		A,W,Sp,S				Sp S.
Bothell	CSS	601	INTERNSHIP	1						Graduate internship under the supervision of a CSS faulty member.
Bothell	CSS	700	Master's Thesis							
Bothell	BEDUC	205	Education and Equity in the U.S.	5	I&S, DIV	A				Introduces historic and contemporary struggles over issues of equity in U.S Education system. Examines issues of race, gender, and religion, evaluating positions of various stakeholders and identifying strategies used to move towards equity in U.S education. Offered: A.
Bothell	BEDUC	210	Teaching and Learning in a Multicultural Society	5	I&S, DIV	W				Examines how race and ethnicity intersect with class, gender, sexual orientation, language, disability, and citizenship to influence school experiences and provide insights for culturally relevant teaching. Explores social, cultural, political, and economic issues impacting communities and ways they are implicated in systems of power and privilege that influence educational opportunities. Offered: W.
Bothell	BEDUC	220	Education and Society	5	I&S	A,Sp				Sp .
Bothell	BEDUC	230	Culture, Knowledge, and Education	5	I&S, DIV	W				Explores the intersection of culture, knowledge, and education. Examines each concept separately then focuses on ways they interact and affect educational opportunities. Cultural issues include; race, socio-economic histories, language, gender, sexual orientation, and religious views. Uses perspectives from diverse academic disciplines and considers education as extending beyond school settings. Offered: W.
Bothell	BEDUC	250	Topics in Education and Popular Culture	3	VLPA	A,Sp				Sp .
Bothell	BEDUC	255	Critical Diversity Studies	5	I&S, DIV	Sp	BIS255			Introduces theories, concepts, research, and polices that provide a foundation for exploring connections between diversity and equity and for recognizing ways in which these connections are relevant to individuals, institutions, and the world. Offered: jointly with BIS 255; Sp.
Bothell	BEDUC	300	Research and Educational Knowledge	5		W				Develops critical literacy of educational research.  Explores issues of subjectivity and objectivity, political implications of research, standpoint of researcher, participatory action research, bringing self into study of education, and limits and benefits of qualitative and quantitative forms of inquiry in educational research. Offered: W.
Bothell	BEDUC	310	Theories of Learning, Culture, and Identity	5	I&S	A,W,Sp				Introduces theories of learning based on psychology, child development, anthropology, and social justice. Examines how learning theories are applied to teaching, assessment, and educational policy. Explores how culture and identity are tied to learning. Offered: AWSp.
Bothell	BEDUC	315	History of Education in the United States	5	I&S	Sp				 I&SA historical survey of education. Emphasis on relationship between idea and practice. Topics include education and colonialism, formation of state school systems, progressive education, policy and practice, equal access and opportunity, education and social structure, and standards and reform. Offered: Sp.
Bothell	BEDUC	328	Diversity, Leadership, and Engagement	1	DIV		BIS328			Explores theories and practices of diversity, leadership, and engagement. Provides opportunity for leadership development and academic reflection in relation to initiatives in which students work on questions of diversity and campus or community engagement. Recommended: BIS 255/B EDUC 255. Offered: jointly with BIS 328.
Bothell	BEDUC	330	Race, Culture, and Identity in the Classroom	5	I&S, DIV			BEDUC210,BEDUC220,BEDUC230		Examines the ways that various aspects of student identity are entwined with pedagogy and curriculum. Focuses on multicultural education, the politics of language, racism and testing, cultural identity development, and classroom diversity. Prerequisite: either B EDUC 210, B EDUC 220 or B EDUC 230.
Bothell	BEDUC	340	STEAM Education	3		W				Explores the idea that concepts integral to science, technology, engineering, and math deeply overlap with integral concepts in art.  Examines how art can be incorporated into STEM curricular goals, and how to develop culturally responsive practices in STEAM pedagogy. Offered: W.
Bothell	BEDUC	391	Special Topics in Education	1		A,W,Sp,S				Sp S.
Bothell	BEDUC	392	Independent Study	1						Faculty supervised readings and activities in areas of special interest for individual students.
Bothell	BEDUC	399	Capstone Introductory Seminar	3		A,W,Sp				Sp .
Bothell	BEDUC	401	Study Abroad: Education	1	I&S					Combines study at UW Bothell with seminars and field trips organized by the Education faculty or the faculties of host institutions in foreign countries. Topics include education policies, teaching or learning, and cultural perspectives on education.
Bothell	BEDUC	402	Human Growth and Learning	5	I&S	A,Sp,S				Focuses on recent research in the area of child and adolescent learning and on the relationship of learning to human growth and development. Offered: ASpS.
Bothell	BEDUC	403	Introduction to Special Education	5		A,Sp,S				Sp S.
Bothell	BEDUC	405	Context of Learning and Schooling	3	I&S					Surveys major themes of historical, legal, philosophical, political, ethical and social contexts of learning and schooling in American society. Integrates several disciplines as the foundation from which to view the instructional process.
Bothell	BEDUC	406	Introduction to Field Placements	2						Introduction to building learning communities in classrooms. Involves students in assigned field placements in K-8 schools and in seminars on campus. Credit/no-credit only.
Bothell	BEDUC	408	Knowing, Teaching, and Assessing in Multicultural Education and Social Studies	5	I&S					Provides students with classroom methods, materials, and assessment strategies for teaching social studies in elementary schools. Grounded in democratic beliefs and assumes citizenship participation as an essential part of a free, humane, and civic community.
Bothell	BEDUC	409	Knowing, Teaching, and Assessing in: Reading, Writing and Communicating	3						The first in a two-course sequence that builds understanding about literacy development and instruction. Focuses on early literacy, writing processes, and children's literature.
Bothell	BEDUC	410	Knowing, Teaching, and Assessing in Reading, Writing and Communicating	4						The second of two course sequence that builds understandings about literacy development and instruction. Focuses on reading for intermediate readers including comprehension, assessment, and remediation.
Bothell	BEDUC	413	Knowing, Teaching, and Assessing in The Arts	3						Explores dance, music, visual arts, drama, and literary arts as integral strands of children's learning. Credit/no-credit only.
Bothell	BEDUC	416	Instructional Design and Assessment	2						Explores the major concepts, theories, and research related to the development of learning opportunities for children that support individual students' development, acquisition of knowledge, and motivation. Focuses on strategies for implementation of instruction in schools.
Bothell	BEDUC	417	Families, Communities and Schools	2						Examines the fundamental values and assumptions that animate our educational endeavor through families, communities, and schools. Topics include changing demographics, community resources and involvement, and diversity of families. Credit/no-credit only.
Bothell	BEDUC	418	Knowing, Teaching, and Assessing in Intermediate Level Mathematics	4						Develops understanding of intermediate level mathematics concepts, tools, and strategies for teaching these concepts, and students' mathematical learning. Pre-service teachers explore a variety of activities to facilitate their success as intermediate level mathematics teachers.
Bothell	BEDUC	419	Knowing, Teaching, and Assessing in Mathematics	3						Introduces the nature of mathematics as an exciting way to interpret the world and as an elegant way to solve problems. Emphasizes using mathematical thinking to discover order and represent patterns rather than memorizing mathematical rules to be followed.
Bothell	BEDUC	421	Knowing, Teaching, and Assessing in: Earth, Physical, and Life Sciences	4						Introduces the nature of science as subject matter, as a process of inquiry, and as a fascinating way to make sense of the world. Emphasizes the techniques, attitudes, skills, and competencies needed to become a scientifically literate citizen.
Bothell	BEDUC	423	Knowing, Teaching, Assessing in Health, Fitness and Issues of Abuse	3						Examines health and fitness as it relates to children's development of responsibility health promoting behaviors; how to identify physical, emotional, sexual, and substance abuse; teacher report responsibilities; and methods of teaching about abuse/prevention. Open to Bothell Teacher Certification Program students only.
Bothell	BEDUC	425	Reflections on Professional Practice Seminar	1						Reflections on field work in educational settings. Credit/no-credit only.
Bothell	BEDUC	427	Reflections on Professional Practice Seminar: Becoming a Professional Educator	3						Through readings and reflective writing, students explore teacher as a member of a professional community and as a learner, teacher as agent of social justice, and the personal, social, and professional responsibilities of teaching. Credit/no-credit only.
Bothell	BEDUC	435	Student Teaching	2		A,W				Field experience in K-8 public school classroom part-time or full-time. Supervised placement transitions from observing, assisting, co-teaching, to assuming all facets of the teaching role. Credit/no-credit only. Offered: AW.
Bothell	BEDUC	437	Current Issues in Technology	1						Sequenced and concentrated instruction and collaborative work in instructional technology to be integrated with other quarterly course work. Credit/no-credit only.
Bothell	BEDUC	441	Second Language Acquisition, Bilingual Education, and the Structure of English	5	I&S, DIV	A,W,S				Focuses on theories in second language acquisition, bilingual education, and the structure of English. Topics include research, practice, and connections between language, literacy, cultural tradition, identity, and education in preparation for teaching ELL's in general education of classes specifically for ELL's. Offered: AWS.
Bothell	BEDUC	442	Curriculum, Instruction, and Assessment in ESOL	5				BEDUC441		Introduces  curriculum, instruction, and assessment for teaching English for Speakers of Other Languages (ESOL
Bothell	BEDUC	443	Practicum in ESOL	5		W,Sp		BEDUC442		Sp .
Bothell	BEDUC	444	Leadership, Advocacy, and Program Assessment in ESOL	5	I&S, DIV					Explores historical and political contexts of bilingual education in U.S. including legislation, inclusive principles, theory, and research.  Focuses on cognitive, academic, social-cultural, and language and educational needs of English Learners through leadership and advocacy.  Examines program assessments of services provided to ensure students' needs are met.
Bothell	BEDUC	452	Service Learning Practicum in Education	2	I&S					To be taken concurrently with any two or three credit UW Bothell Education courses. Requires approximately 40 hours of service learning in a school and/or other appropriate setting approved by the course instructor. Credit/no-credit only.
Bothell	BEDUC	456	Adolescents in School and Society	5	I&S	W				Discusses some of the transformations of consciousness that occur in adolescence and examines how social structures, particularly formal schooling, help shape those transformations. Requires a community-based learning project. Offered: W.
Bothell	BEDUC	460	Moral Dimensions of Education	5	I&S	Sp				Explores philosophies of ethics and theories of moral development, focusing on how parents, peers, culture, teachers, and schools influence ethical growth. Examines how schools transmit values, teachers' ethical roles, and moral education content and practices. Incorporates independent learning on topics of interest. Offered: Sp.
Bothell	BEDUC	461	Educational Implications of Gender Inequality	5	DIV					Examines the historical foundations of gender inequality in education, discuss gender as a factor in access to education, and explores recommended classroom practices designed to reduce gender inequality.
Bothell	BEDUC	465	Fostering Algebraic Reasoning	5	NW, QSR		STMATH465	STMATH125,MATH125		Focuses on methods of teaching algebra from a developmental perspective, including research-based methods for developing students' algebraic thinking and structure and processes used in algebra. Prerequisite: minimum grade of 2.0 in STMATH 125 or MATH 125. Offered: jointly with STMATH 465.
Bothell	BEDUC	466	Fostering Geometric Thinking	5	NW, QSR		STMATH466	STMATH125,M125		Focuses on methods of teaching geometry from a developmental perspective, including research-based methods for developing students' geometric thinking and structure and processes used in geometry including proof. Prerequisite: minimum grade of 2.0 in STMATH 125 or Math 125. Offered: jointly with STMATH 466.
Bothell	BEDUC	467	Fostering Statistical Thinking, Data, and Graphical Analysis	5	NW, QSR		STMATH467	STMATH125,M125		Focuses on methods of teaching data and graphical analysis and statistical thinking from a developmental perspective, including how to foster secondary students' statistical thinking, and using technological tools to teach key concepts in secondary mathematics using big data sets, graphical analysis, and dynamic visualization. Prerequisite: minimum grade of 2.0 in STMATH 125 or Math 125. Offered: jointly with STMATH 467.
Bothell	BEDUC	470	Disability Culture in Schools and Society	5	I&S, DIV	W				Examines history, theory, values, and assumptions about disability in the contexts of schools and society. Explores how disability is defined. Focuses on historical and theoretical foundations for defining disability; disability in the context of public schooling; and relationship between disability, social change, and equitable access to opportunity. Offered: W.
Bothell	BEDUC	473	History of U.S. Public Schooling	3						Examines the development of educational policy and practice over time. Emphasizes United States schools from 1750 to present.
Bothell	BEDUC	474	Global Englishes	5	I&S, DIV					Explores the spread of the English language as a global language and the development of local varieties of English. Examines ways in which people use and appropriate English for their own purposes in various contexts and analyze the diverse beliefs and ideologies that people hold about English.
Bothell	BEDUC	475	Global Perspectives on Diversity and Citizenship Education	3	I&S, DIV					Explores the relationship between diversity and citizenship education in a select group of nation-states. Discusses challenges experienced by citizens in those nation-states as the nations respond to diversity while trying to maintain national cohesion.
Bothell	BEDUC	476	New Literacies for Digital Learning	5		W				"Examines ""literacy"" in a time of global digital communication, collaboration, and creation. Includes both critical and theoretical readings on the rapid shifts in digital culture and hands-on experience with becoming a networked digital learner. Offered: W."
Bothell	BEDUC	480	Life and Learning in the Middle School	3		Sp				Introduces three components of preparation to teach in a middle school: adolescent development, the structure of the middle school, and developmentally appropriate curriculum and instruction (designed specifically for middle schoolers
Bothell	BEDUC	482	Assessment in Special and Inclusive Education	5	DIV			BEDUC403		Introduces assessment for individuals in low incidence, high incidence, and early childhood special education programs.  Focuses on principals, administration, and interpretation of legally mandated and high quality formal and informal assessments.  Includes practice of scoring, interpreting computer scoring, interpretation, and writing summary reports. Prerequisite: B EDUC 403
Bothell	BEDUC	491	Special Topics in Education	1		A,W,Sp,S				Sp S.
Bothell	BEDUC	493	Environmental Education	3	NW					Analyze various environmental programs and prepare an individualized project. Learn to apply ecological concepts in the classroom and learn how to teach about various environmental education programs.
Bothell	BEDUC	495	Applied Experience in Educational Studies	2		A,W,Sp,S		BEDUC399		Sp S.
Bothell	BEDUC	499	Capstone Project	2		A,W,Sp		BEDUC399;BEDUC495		Sp .
Bothell	BEDUC	501	Inquiry in Education	3		A				Introduces tools for looking closely at classrooms and professional practice. Explores a professional question through gathering information, collegial discussion with their peers, and readings that offer multiple perspectives. Offered: A.
Bothell	BEDUC	502	Teachers' Self-Understanding	3		W				Uses readings and writing autobiography and examining key concepts in multicultural education as a basis for creating the reflective space necessary for teachers to better understand how personal elements of their lives, formed historically and culturally, influence their teaching and relationships with students. Offered: W.
Bothell	BEDUC	503	History and Politics of Teaching	3						Explores historical, political, and social issues that affect classrooms and schools, as well as the nature of historical and political analysis.
Bothell	BEDUC	504	Theories of Organizational Change and School Reform	3		Sp				Explores theories of organizational change and school reform. Practical strategies on how to be comfortable with and facilitate change in educational situations. Offered: Sp.
Bothell	BEDUC	507	Reviewing the Literature	3						Explores how to locate, analyze, and synthesize professional literature on a topic and how to assemble the resources necessary to write a review of that literature. Supports critical literature review application of knowledge product for program completion dossier.
Bothell	BEDUC	508	Early Literacy Development and Instruction	3						Builds an understanding of how young children (ages 4-8
Bothell	BEDUC	510	Literacy Instruction for Diverse Learners	5						Helps teachers meet the educational and linguistic needs of students with diverse needs or limited English language skills. Emphasizes instructional strategies consistent with a variety of approaches to curriculum adaptation and second-language learning. Examines strategies for classroom adaptation.
Bothell	BEDUC	511	Reading Practicum: Responsive Small Group Instruction	5		S				Examines theory, research, and practice in relation to elements of responsive reading instruction including assessment, word identification, fluency, comprehension, vocabulary, and ownership. Applies learning to practice through small group reading instruction for elementary-grade children at local, school-based summer reading program. Offered: S.
Bothell	BEDUC	512	Theoretical Foundations for Multicultural Classrooms	3						
Bothell	BEDUC	515	Perspectives on Curriculum Integration	3		S				Explores various means of developing integrative curriculum. Develops familiarity with existing methods of integrating curriculum and, by expanding the understanding of integration, to develop new methods. Studies approaches to integration within a single subject and between subjects will be developed into useable plans. Offered: S.
Bothell	BEDUC	516	Teaching Diverse Students	3						
Bothell	BEDUC	517	Working with Struggling Readers Grades 3-8	3						Develops the strategies and understandings necessary for effective assessment and instruction of struggling readers in grades 3-8. Focuses on classroom-based assessments and their benefits for informing individual or whole class reading instruction.
Bothell	BEDUC	518	Observing and Describing Children and Their Work	3						Focuses on observation and description of children and their work. Learn skills of observation as well as a process of systematic collaborative inquiry that validates teachers' knowledge of their students while also generating new knowledge. Study the work of teacher researchers who base their work on thoughtful observations of children.
Bothell	BEDUC	519	Classroom Discourse	3						Examines how classroom talk creates and conveys multiple and complex notions of self, roles, status, learning, and subject matter. Addresses what discourse is present in classrooms and how can it be best used to facilitate teaching and learning.
Bothell	BEDUC	520	Current Issues: Multicultural Education	3		S				Offered: S.
Bothell	BEDUC	521	Using Multicultural Literature in the Classroom	3						The dimensions of multicultural education serve as a framework for educators to review and compile bibliographies of books and compile bibliographies of books that can be used with students in the classroom. Discusses books for children and adults. Discussion and reflection on concepts such as essentialism and representation. Selection and evaluation of books to infuse multicultural content into the curriculum.
Bothell	BEDUC	522	Education and the American Dream	3		A				Considers tensions inherent in the deep American belief that individuals can reach unlimited potential through success in school. Looks at ways in which the American educational system has been created within American beliefs in equal opportunity based on merit, yet remains an institution that sorts individuals for very unequal futures. Offered: A.
Bothell	BEDUC	523	Improving Human Relations in Schools	3						Addresses issues related to teaching in a pluralistic society. Explores the historical foundations of intergroup education, theories supporting the human relations approach and teaching strategies, materials, and assessment that can be used to improve human relations.
Bothell	BEDUC	525	Evaluating Curricula, Programs, and Institutions	3						Examines the extent to which curricula, programs, and institutions effectively meet objectives. Examines terminology, models, standards, and practices in program evaluation from a perspective useful to practicing teachers and other professionals. Discusses political realities, social demands for accountability, and ethical considerations in program evaluation.
Bothell	BEDUC	527	Educational Theorists and Reformers	3						Provides an in-depth study of the work of prominent educators whose contributions have significantly impacted understandings of the nature of learning, teaching, and schooling.
Bothell	BEDUC	530	Current Issues: Integrated Curriculum	3						
Bothell	BEDUC	531	Current Issues in Teaching	1						Examines current issues confront classroom teachers: new assessment methods, classroom management, collaborative learning, Washington State Essential Academic Learning Requirements, national standards in mathematics and science.
Bothell	BEDUC	532	Discourse in the Mathematics and Science Classroom	3		A				Examines essential questions regarding classroom discourse and how it relates to teaching practice and student learning in K-12 mathematics and science classrooms. Questions include: what is classroom discourse; how does it relate to learning math and science; what issues can be investigated through the study of discourse in math and science classrooms. Offered: A.
Bothell	BEDUC	533	Computers in the Classroom: Issues and Uses	3						Examines the dynamics of instruction and interaction in classrooms while preparing students for worlds that do not yet exist. Essential questions include issues of equity, disengagement, and the quality of learning and knowing in a diverse and complex society. Uses current technology to enhance computer skills, create and evaluate quality learning experiences, and explore issues of equal access for all.
Bothell	BEDUC	534	Current Issues in Literacy Research	3						Explores current research examining issues of literacy development and instruction. Considers research design, data analysis, study findings, and classroom implications from a critical practitioner-oriented perspective.
Bothell	BEDUC	535	Writing Across the Curriculum	3						Explores instructional strategies designed to guide students in acquiring and developing writing skills across the curriculum. Emphasizes preparing materials to use in single subject-area teaching as well as developing as a writer to effectively model and scaffold writing instruction.
Bothell	BEDUC	536	Teacher Leadership: Renewing, Revitalizing, Reframing	3						"Develops and promotes in teachers the knowledge, skills and ""conditions of the heart"" necessary to be a teacher leader. Based on the premise that teachers need to be active participants in the formation of a future that positively impacts the lives of students and professional community of schools."
Bothell	BEDUC	537	Assessment	3						Analyzes the development, use, and interpretation of classroom-based assessments, including student self-assessment. Explores concepts of validity, reliability, and appropriate use in relationship to both classroom-based and commercial assessments. Critiques use of assessment in relation to goals of equity, educational quality, and accountability.
Bothell	BEDUC	538	Adolescent Literacy	3						Examines current issues, research, and innovations in adolescent literacy research and practice. Considers the issues of motivation, comprehension, vocabulary, and multiple literacies including technology and home-school connections. Examines articles by research and teacher leaders in the field.
Bothell	BEDUC	539	Literacy Coaching	3						Examines research and practice focused on literacy coaching in terms of mentoring, peer collaboration, and teacher leadership development. Emphasizes literacy content and pedagogical content knowledge, theories of teacher change, and models of effective professional development.
Bothell	BEDUC	540	Principles of Inclusion: Students and Families	5		Sp				Focuses on issues, principles, practices, and legal responsibilities to student identified for special education and English language learners. Specific attention is given to culturally-and developmentally-aware policies and practices inclusive of students and their families. Offered: Sp.
Bothell	BEDUC	541	Second Language Acquisition, Bilingual Education, and the Structure of English	5		W				Ls in general education of classes specifically for
Bothell	BEDUC	542	Curriculum, Instruction, and Assessment in English for Speakers of Other Languages	5		A		BEDUC541		Participants develop curriculum, instruction, and assessment for speakers of other languages learning in English at any level. Emphasizes support of language and content development in general education classrooms. Required course in ELL endorsement program. Prerequisite: B EDUC 541. Offered: A.
