Campus	Department Name	Course Number	Course Name	Credits	Areas of Knowledge	Quarters Offered	Offered with	Prerequisites	Co-Requisites	Description
Tacoma	TEDUC	589	Field Experience III	1				TEDUC588		Full-time teaching practicum in assigned public school classrooms. Includes seminar that provides guided inquiry into the nature and social context of teaching and learning, drawn heavily from observations and experiences in the interns' site placements. Prerequisite: T EDUC 588.
Tacoma	TEDUC	590	Reflective Seminar: Essentials of Teaching Practice	1						Provides guided inquiry into the nature and social context of teaching and learning, as contrasted with the more pragmatic content of other components of the Teacher Certification Program.
Tacoma	TEDUC	591	Special Topics in Education	1			TEDSP591			Offered: jointly with T EDSP 591.
Tacoma	TEDUC	592	Independent Study	1			TEDSP592	POI		Faculty-supervised independent study or readings in areas of education of special interest or need to the student. Topics vary. Prerequisite: permission of instructor and approved program of study or readings. Offered: jointly with T EDSP 592.
Tacoma	TEDUC	599	Culminating Project	1				TEDUC501;TEDUC502;TEDUC504		Final project designed in collaboration with faculty as an application of the program's theory and research. Prerequisite: T EDUC 501; T EDUC 502; and T EDUC 504
Tacoma	TEDADM	570	Curriculum and Instruction	4						Focuses on curriculum: knowledge and strategies for selecting new and/or implementing current district academic programs, and instruction: envisioning and enabling instructional and auxiliary programs for improvement of teaching and learning.
Tacoma	TEDADM	571	Introduction to Leadership	2						Begins the academic, exploratory, and experiential process of leadership in educational settings. Introduces students to the key components of leadership in academic settings and begins the process of cohort formation that establishes the learning environment for the program.
Tacoma	TEDADM	572	School Law for Educational Administrators	3						Explores federal and state law that principals and district administrators are responsible to know and administer, including special education.
Tacoma	TEDADM	573	Supervision of Instruction	3						Advances the knowledge of curriculum and instruction models into the domain of supervision of individuals and groups of staff in instruction. Assists staff in designing and implementing professional self-improvement goals.
Tacoma	TEDADM	574	Issues in Educational Leadership	3						Focuses on contemporary issues confronting school building or district educational leaders, such as educating increasing numbers of students who are at-risk, advancing social justice in the schools, ensuring safe and orderly school environments, crisis management, and conflict resolution.
Tacoma	TEDADM	575	Leadership in a Changing Society	3						Addresses the issue of how one in a position of educational leadership understands and copes with changes in cultures, and socio-political environments as they impact schools.
Tacoma	TEDADM	576	School-Wide Assessment	3						Surveys breadth of assessment issues in school administration, including the role of assessment in the reform movement and school-wide improvement initiatives, classroom-based assessment, the importance of accurate and timely data collection, interpretation and communication about assessment in the school community, and reducing achievement gaps in diverse populations.
Tacoma	TEDADM	577	School Finance and Educational Policy	3						Addresses issues of school finance from national, regional, and local perspectives. Deals with district and school budgeting, fund raising, levies, ASB and athletic funding issues, as well as legislative relations.
Tacoma	TEDADM	578	Group Leadership in Educational Administration	3						Focuses on the topics of group dynamics, group facilitation, meeting design, oral communications, and the art of persuasion. Topics include group leadership strategies and skills necessary to lead organizational change efforts, to effectively elicit and manage creativity and diversity, and to manage conflict.
Tacoma	TEDADM	579	Human Resources	4						Addresses critical role of management of human resources that is key to effective educational administration. Topics include hiring, mentorship, collective bargaining, strategic staff planning, communication patterns, justice issues, and evaluation of staff.
Tacoma	TEDADM	580	Reflective Seminar for Administrators	1						All interns meet and reflect on field experience, providing insight and support for one another as well as referring to evidenced based best practices discovered through the literature. Credit/no-credit only.
Tacoma	TEDADM	581	Internship for Administrators	2						Field-based practicum which focuses on the application of theoretical and research knowledge in instruction, management, and leadership.
Tacoma	TEDLD	570	Leadership and Change	5		S				Focuses on applying theories and associated research support of leadership behaviors. Examines effectiveness of leaders as change agents related to organization communication, motivation, and empowerment. Discusses strategies for establishing vision as wells as addressing ethical challenges. Offered: S.
Tacoma	TEDLD	571	Systems Leadership	5		A				Focuses on ways educational leaders apply systems thinking to organizations, policy advocacy, and team building. Offered: A.
Tacoma	TEDLD	572	Diversity in Education	5		W				Focuses on the effects of social, historical, and cultural factors on educational leadership and student achievement. Critically analyzes plans and practices to foster culturally-responsive organizations that ensure optimal learning outcomes for all students. Offered: W.
Tacoma	TEDLD	573	Instructional Leadership	5			TEDNUR573			Focuses on conceptual foundation for understanding current research and theoretical directions in learning, motivation, and instruction related to diverse educational settings. Evaluates leadership research, theory, and practice related to effective, high quality instruction. Offered: jointly with TEDNUR 573.
Tacoma	TEDLD	574	Evaluation in Educational Systems	3		W	TEDNUR574			Emphasizes the role of evaluation for the purpose of improving programs, instruction, and student learning. Focuses on the establishment of ongoing evaluation for internal and external stakeholders. Offered: jointly with TEDNUR 574; W.
Tacoma	TEDLD	575	Human Resources in Educational Institutions	3						Focuses on effective human resource operations that reflect the organization's core values. Analyzes human resource problems related to educational organizations. Topics include complex legal, procedural, and risk-management issues; collective bargaining; human motivation; implementation of rigorous systems for recruitment; hiring; and retention of staff at all levels and related strategic alignment.
Tacoma	TEDLD	576	Education Law and Governance	3						Focuses on educational governance models and on laws and regulations that define these models. Examines persistent legal issues in education, including an analysis of how these issues are manifest in public policy debates.
Tacoma	TEDLD	577	Educational Finance and Economics	3						Focuses on current issues in public and private education finance, including costs, ability to support P-12 schools, various types of college structures, and financial implications of educational principles. Examines problems of federal, state, and local school support, including financing models, capital outlay, and comparisons between types of institutions.
Tacoma	TEDLD	581	Applied Educational Research I	3		S				Overview of applied educational research and systematic inquiry, framing problems of practice, and the role of critique in analysis of theory, evidence, and ethics. Focuses on research in educational leadership, diversity, accountability, and instruction. Offered: S.
Tacoma	TEDLD	582	Applied Educational Research II	3		A				Focuses on qualitative and quantitative approaches in applied research. Offered: A.
Tacoma	TEDLD	583	Applied Educational Research III	3						Continues the focus on qualitative and quantitative methodologies and principles of analysis for applied educational research and scholarly inquiry employed by educational leaders in multiple settings.
Tacoma	TEDLD	584	Applied Educational Research IV	3						Continues the focus on qualitative and quantitative methodologies and principles of analysis for applied educational research and scholarly inquiry employed by educational leaders in multiple settings.
Tacoma	TEDLD	585	Proposal Development	3						Continues the focus on qualitative and quantitative methodologies and principles of analysis for applied educational research and scholarly inquiry employed by educational leaders in multiple settings.
Tacoma	TEDLD	587	Challenges in Practice I: Curriculum	3			TEDNUR587			Focuses on current issues in curriculum leadership at the national, state, and local levels, targeting the need for coherent, articulated approaches to student learning at various academic levels and disciplines. Addresses challenges of curriculum, evaluation, and program implementation. Offered: jointly with TEDNUR 587.
Tacoma	TEDLD	588	Challenges in Practice II: Supervision and Evaluation	3			TEDNUR588			Focuses on development of systems for supervision and evaluation of instruction that directly connects to learning. Examines established and emerging models of evidence-based best practice in faculty and staff supervision and evaluation for instructional improvement. Offered: jointly with TEDNUR 588.
Tacoma	TEDLD	589	Challenges in Practice III: Crisis Management in Systems	3			TEDNUR589			Provides practical experiences where students analyze and apply knowledge related to crisis management systems essential to health and safety of employees and students. Offered: jointly with TEDNUR 589.
Tacoma	TEDLD	590	Student Development in Higher Education	3						Focuses on contemporary leadership of student development efforts within various higher education institutional settings. Examines alignment of organizational structures, leadership strategies, and academics to improve comprehensive learning experiences for an array of diverse students.
Tacoma	TEDLD	591	Leading Professional Learning	3						Focuses on the educational leader's role in fostering on-going professional learning for employees at all levels of the organization. Examines models for ongoing professional learning that are data-driven, research-based, collaborative, contextual, and focused on improvements in learning and practice.
Tacoma	TEDLD	593	Critical Elements in Literacy	3						Focuses on critical research-based practices in Pre-K-12 literacy and identifies achievement-gap closing best practices for economically, culturally, linguistically diverse students, and all historically under-served students. Students apply knowledge of this research-base in order to lead the implementation of effective literacy programs at all levels.
Tacoma	TEDLD	594	Seminar in the School Superintendency	1						Focuses on the specific role, leadership behaviors, and effective management practices of the public school superintendent. Supports students in analyzing and integrating experiences and learning acquired during T EDLD 602. Credit/no-credit only.
Tacoma	TEDLD	595	Issues and Best Practices for Special Programs	3		A,W,Sp				Sp .
Tacoma	TEDLD	596	School District Governance	3		A,W,Sp,S				Sp S.
Tacoma	TEDLD	600	Independent Study or Resarch	1		A,W,Sp,S		POI		Sp S.
Tacoma	TEDLD	602	Practicum	1			TEDNUR602			Focuses on educational leadership development dealing with actual problems of practice in the work environment, including problem analysis and solution generation. Includes competencies required by professional organizations for certification purposes. Offered: jointly with TEDNUR 602.
Tacoma	TEDLD	801	Dissertation in Practice			A,W,Sp,S	TEDNUR801			Sp S.
Tacoma	TEDLD	802	Dissertation in Practice Seminar	1		A,W,Sp	TEDNUR802			Sp .
Tacoma	TEDNUR	573	Instructional Leadership	5			TEDLD573			Focuses on conceptual foundation for understanding current research and theoretical directions in learning, motivation, and instruction related to diverse educational settings. Evaluates leadership research, theory, and practice related to effective, high quality instruction. Offered: jointly with T EDLD 573.
Tacoma	TEDNUR	574	Evaluation in Educational Systems	3		W	TEDLD574			Emphasizes the role of evaluation for the purpose of improving programs, instruction, and student learning. Focuses on the establishment of ongoing evaluation for internal and external stakeholders. Offered: jointly with T EDLD 574; W.
Tacoma	TEDNUR	587	Challenges in Practice I: Curriculum	3			TEDLD587			Focuses on current issues in curriculum leadership at the national, state, and local levels, targeting the need for coherent, articulated approaches to student learning at various academic levels and disciplines. Addresses challenges of curriculum, evaluation, and program implementation. Offered: jointly with T EDLD 587.
Tacoma	TEDNUR	588	Challenges in Practice II: Supervision and Evaluation	3			TEDLD588			Focuses on development of systems for supervision and evaluation of instruction that directly connects to learning. Examines established and emerging models of evidence-based best practice in faculty and staff supervision and evaluation for instructional improvement. Offered: jointly with T EDLD 588.
Tacoma	TEDNUR	589	Challenges in Practice III: Crisis Management in Systems	3			TEDLD589			Provides practical experiences where students analyze and apply knowledge related to crisis management systems essential to health and safety of employees and students. Offered: jointly with T EDLD 589.
Tacoma	TEDNUR	602	Practicum	1			TEDLD602			Focuses on educational leadership development dealing with actual problems of practice in the work environment, including problem analysis and solution generation. Includes competencies required by professional organizations for certification purposes. Offered: jointly with T EDLD 602.
Tacoma	TEDNUR	801	Dissertation in Practice			A,W,Sp,S	TEDLD801			Sp S.
Tacoma	TEDNUR	802	Dissertation in Practice Seminar	1		A,W,Sp	TEDLD802			Sp .
Tacoma	TEDSM	517	Secondary Math Methods I	3						Examines research on mathematical learning and achievement of middle school and high school youth. Covers psychological, institutional, community, and political factors that support and challenge mathematical learning. Covers content strands aligning to state and national standards including rational number, proportional reasoning, and algebra/function.
Tacoma	TEDSM	519	Secondary Math Methods II	3						Examines research-based methods for teaching mathematics at the secondary level. Emphasizes pedagogy, curriculum, and assessment practices that promote equity and support active mathematics learning and advancement for diverse students.
Tacoma	TEDSS	511	Secondary Science Methods I	3						Builds on students' content knowledge in the sciences and helps them use well researched approaches to teach that content to secondary students. Examines scientific literacy, inquiry as a pedagogical practice, and general best practices with respect to laboratory safety.
Tacoma	TEDSS	512	Secondary Science Methods II	3				TEDSS511		Uses researched approaches to build on pedagogical content knowledge in the sciences and education to develop grade 5-12 curriculum and teaching skills. Uses the National Science Education Standards to explore scientific literacy, technology, science and society, reading and writing in science education, and equity and inclusion in science education. Prerequisite: T EDSS 511.
Tacoma	TEDSP	513	Issues in Autism for Educators	3						Prepares general and special education teachers to sere children who are diagnosed with Autistic Spectrum Disorder (ASD
Tacoma	TEDSP	520	Multicultural Issues in Special Education	3						Provides an analysis of multicultural and bilingual perspectives in education with an emphasis on issues relevant to special education. Addresses issues and trends affecting the education of diverse students in special education. Emphasizes research based practices for serving culturally and linguistically diverse students.
Tacoma	TEDSP	539	Introduction to Exceptionalities	3						Provides an overview of all disabling conditions including low and high incidence disabilities. Examines the nature of various disabilities, program implications, and the continuum of delivery options available to special education students.
Tacoma	TEDSP	541	Reading Methods and Interventions	3			TEDUC541			Utilizes theory, research, and validated methods for designing literacy instruction. Focuses on effective teaching for beginning and struggling readers. Includes instructional design, assessment, and monitoring progress with additional attention to reading in special education contexts. Offered: jointly with T EDUC 541.
Tacoma	TEDSP	542	Structuring The Classroom For Success	3			TEDUC542			For teachers of at-risk/mainstreamed students. Focuses on how a well-managed classroom and school environment supports students' personal growth and promotes academic success. Examines alternative delivery systems and strategies for meeting individual needs. Offered: jointly with T EDUC 542.
Tacoma	TEDSP	543	Math Methods and Interventions	3			TEDUC543			Utilizes theory, research, and validated methods for designing effective mathematics instruction for academic interventions and support for students struggling in mathematics. Includes instructional design, assessment, and monitoring progress with additional attention to math learning in special education contexts. Offered: jointly with T EDUC 543.
Tacoma	TEDSP	544	Special Education Assessment and Evaluation	3						Explores the main purposes for educational assessment of students with disabilities including the social, legal, and ethical considerations involved in educational assessments. Addresses the roles and responsibilities of each member of the assessment team. Discusses various measurements including standardized tests, norm, criterion referenced, and curriculum-based assessment.
Tacoma	TEDSP	545	Introduction to Emotional Behavioral Disabilities	3						Examines the theories relative to teaching children and youth with emotional behavioral disorders. Discusses factors such as family, biological, school, and other environmental influences. Addresses specific classroom strategies based on student assessment and evaluation, including functional behavior assessment and positive behavior intervention plans.
Tacoma	TEDSP	546	Collaborative Consultation	3						Focuses on the need for collaboration between general and special educators brought on by current changes in both instructional delivery systems for students with disabilities, and in the law. Overview of the knowledge and skills necessary to become a full participant in school-based collaboration model.
Tacoma	TEDSP	547	Special Education And The Law	3						Examines the complex set of laws, regulations, and court cases have built up in recent years that govern the education of students with disabilities. Comprehensive introduction to the legal issues in special education, approached through the larger context of education law.
Tacoma	TEDSP	548	Special Education Classroom Management	3						Prepares special education teachers with skills in research-based problem prevention and problem-solving strategies that enable them to promote academic success for students with special needs. Addresses theoretical implications and applications of evidence-based behavior management strategies.
Tacoma	TEDSP	550	Special Education Principles and Practices I	3						Ei A, Section 504 of the Vocational Rehabilitation Act, and the Washington Administrative Code: Special Education Rules and Regulations.
Tacoma	TEDSP	551	Special Education Principles and Practices II	3						Provides the knowledge and skills to design research-based program options for students with disabilities and to evaluate the efficacy of a continuum of service delivery options. Includes issues unique to special educators such as development and implementation of individual education and transition plans, scheduling, and working with paraprofessionals.
Tacoma	TEDSP	556	Social and Emotional Learning	3		Sp	TEDUC556			Prepares teacher to meet the social and emotional needs of primary and secondary students. Provides in-depth exploration of theory and practice including evidence-based assessment and supports across the universal, targeted, and intensive levels of prevention. Geared toward teachers interested in working with students who lack critical skills necessary for resiliency. Offered: jointly with T EDUC 556; Sp.
Tacoma	TEDSP	583	Induction Seminar II	3		W	TEDUC583			Focus on research supporting and reflection on the evaluation criteria for Washington State teachers. Credit/no-credit only. Offered: jointly with T EDUC 583; W.
Tacoma	TEDSP	584	Induction Seminar III	3		Sp	TEDUC584			Focuses on continued induction for beginning teachers including reviewing the research supporting and reflection on the evaluation criteria for Washington State teachers. Credit/no-credit only. Offered: jointly with T EDUC 584; Sp.
Tacoma	TEDSP	587	Special Education Field Experience and Reflective Seminar I	1						Observation and evaluation of research-based practices in assigned public school classrooms under University supervision with accompanying guided inquiry into the nature and social context of teaching and learning. Reflective seminar component draws heavily upon observations and experiences from interns' site placements.
Tacoma	TEDSP	588	Special Education Field Experience and Reflective Seminar II	1				TEDSP587		Observation and participation practicum in assigned public school classrooms under University supervision with accompanying guided inquiry into the nature and social context of teaching and learning. Reflective seminar integrates evidence-based practices with experiences from interns' site placements. Prerequisite: T EDSP 587.
Tacoma	TEDSP	589	Special Education Field Experience and Reflective Seminar III	1				TEDSP588;POI		Culminating classroom internship in assigned public school classrooms under University supervision with accompanying guided inquiry into the nature and social context of teaching and learning. Experiences in the site placements focus on synthesis of planning, management, teaching and assessment of the learning environment. Prerequisite: T EDSP 588 or permission of instructor. Credit/no-credit only.
Tacoma	TEDSP	590	Special Education Reflective Seminar	1						Provides guided inquiry into the nature and social context of teaching and learning in the special education classroom, as contrasted with the more pragmatic content of other components of the Teacher Certification Program.
Tacoma	TEDSP	591	Special Topics in Education	1			TEDUC591			Offered: jointly with T EDUC 591.
Tacoma	TEDSP	592	Independent Study	1			TEDUC592	POI		Faculty-supervised independent study or readings in areas of education of special interest or need to the student. Topics vary. Prerequisite: permission of instructor and approved program of study or readings. Offered: jointly with T EDUC 592.
Tacoma	TEDSP	594	Special Education Seminar II: Collaboration In The Education Community	3						Explores several avenues to successful collaborative problem-solving approaches to meeting the needs of students with disabilities who are receiving their instruction in the general-education classroom.
Tacoma	TEDSP	595	Induction Seminar For Special Educators	3						Analyzes retention issues affecting beginning special education teachers. Synthesizes research-based skills and knowledge. Evaluates procedures for finding a mentor and best practices for long-term success. Examines support systems for special educators with regard to expectations of schools, legal expectations, and the needs of students in today's K-8 schools.
Tacoma	TCORE	100	Introduction to Interdisciplinary Study	2		A,W,Sp				Sp .
Tacoma	TCORE	101	Introduction to Academic Writing	5		A,W,Sp				Introduces principles of argument, critical thinking, and analytical readings, and writing and research skill needed for academic writing. Covers skills for managing the writing process and how to transfer learning to other disciplinary contexts for writing. Linked to another core curriculum course in the humanities, social sciences, or natural sciences. Offered: AWSp.
Tacoma	TCORE	102	Introduction to Science	5	NW	A				Introduces students to university work by focusing on a core curriculum theme from multiple and interdisciplinary perspectives. Emphasizes learning in environmental science, including geology, chemistry, biology, oceanography, and ecology. Offered: A.
Tacoma	TCORE	103	Introduction to Social Science	5	I&S	A				Introduces students to university work by focusing on a core curriculum theme from multiple and interdisciplinary perspectives. Emphasizes learning in the social sciences, including sociology, anthropology, psychology, politics, and global studies. Offered: A.
Tacoma	TCORE	104	Introduction to Humanities	5	VLPA	A				Introduces students to university work by focusing on a core curriculum theme from multiple and interdisciplinary perspectives. Emphasizes learning in the humanities (art, history, literature, philosophy
Tacoma	TCORE	110	Introduction to Educational Equity and College Access	2		A,W,Sp	TUNIV110			Sp .
Tacoma	TCORE	112	Introduction to Science	5	NW					Introduces students to university work by focusing on a core curriculum from multiple and interdisciplinary perspectives. Emphasizes learning in the sciences, including computer science, geology, physics, biology, chemistry, and ecology.
Tacoma	TCORE	113	Introduction to Social Science	5	I&S					Introduces students to university work by focusing on a core curriculum from multiple and interdisciplinary perspectives. Emphasizes learning in the social sciences, including political science, economics, social work, business, sociology, geography, and psychology.
Tacoma	TCORE	114	Introduction to Humanities	5	VLPA					Introduces students to university work by focusing on a core curriculum theme from multiple and interdisciplinary perspectives. Emphasizes learning in the humanities, including literature, philosophy, film, theatre, music, and art.
Tacoma	TCORE	122	Introduction to Science	5	NW	Sp				Introduces students to university work by focusing on a core curriculum from multiple and interdisciplinary perspectives. Emphasizes learning in the sciences, including biology, health, computer science, geology, physics, chemistry, and ecology. Offered: Sp.
Tacoma	TCORE	123	Introduction to Social Science	5	I&S	Sp				Introduces students to university work by focusing on a core curriculum theme from multiple and interdisciplinary perspectives. Emphasizes learning in the social sciences, including psychology, urban studies, geography, sociology, social welfare, and political science. Offered: Sp.
Tacoma	TCORE	124	Introduction to Humanities	5	VLPA	Sp				Introduces students to university work by focusing on a core curriculum from multiple and interdisciplinary perspectives. Emphasizes learning in the humanities, including literature, music, art, philosophy, and history. Offered: Sp.
Tacoma	TCORE	133	Many Ways of Knowing: Introduction to Research	5	I&S					Examines how new knowledge is produced and assessed. Investigates how we know if something is true or accurate. Explores the different pathways of the process of discovery. Teaches students to learn about and try out different ways of creating new knowledge, as well as learn to evaluate existing knowledge.
Tacoma	TUNIV	101	Introduction to Interdisciplinary Study	2						Credit/no-credit only.
Tacoma	TUNIV	110	Introduction to Educational Equity and College Access	2		A,W,Sp	TCORE110			Sp .
Tacoma	TUNIV	200	The Social-Digital: Tools and Activism for the 21st Century	2		A,W,Sp				Sp .
Tacoma	TUNIV	250	Husky Success Quest	2						Quest assessment.
Tacoma	TCSS	101	Computer Science Principles	5	NW, QSR					Introduces fundamental concepts of computer science and computational thinking. Includes logical reasoning; problem solving; operation of computers and networks; effective searching; and ethical, legal, and social aspects of information technology.
Tacoma	TCSS	141	Programming for All	5				TMATH116,TMATH120,MATH120,120,2		Introduces programming fundamentals for students with no prior programming experience. Includes design and implementation of small programs using algorithmic thinking, problem solving and program structures. Prerequisite: a minimum grade of 2.0 in either TMATH 116, TMATH 120, or MATH 120, a score of 120-180 on MPT-AS test, or a score of 2 on AP MATH exam (AB or BC
Tacoma	TCSS	142	Introduction to Programming	5	NW, QSR	A,W,Sp		TMATH116,TMATH120,TMATH121,MATH120,120,2		Introduces the design and implementation of procedural programs. Includes an introduction to program structure, data types, arrays, recursion and objects. Prior experience in programming is expected. Prerequisite: a minimum grade of 2.0 in either TMATH 116, TMATH 120, TMATH 121, or MATH 120, a score of 120-180 on MPT-AS test, or 2 on AP Computer Science exam A. Offered: AWSp.
Tacoma	TCSS	143	Fundamentals of Object-Oriented Programming Theory and Application	5	NW, QSR	A,W,Sp		TCSS142,CSE142		Develops fundamental concepts and techniques for analysis, design, and implementation of computer programs using an object-oriented language. Includes recursive techniques, use of abstract data types (ADTs
Tacoma	TCSS	305	Programming Practicum	5	NW, QSR					Provides a practicum in program design and development. Programming practice on a medium-scale, object-oriented application, consolidating prior programming principles and expanding knowledge of application design.
Tacoma	TCSS	321	Discrete Structures I	5	NW, QSR					Introduces definitions and tools for reasoning about discrete mathematical objects useful for computer professionals, including set theory, propositions and predicates, Boolean algebra, sequences, enumeration, algorithms, methods of proof, and relations.
Tacoma	TCSS	322	Discrete Structures II	5				TCSS321;TMATH110,TMATH390		Covers advanced topics in discrete mathematics useful for computing professionals, including basic counting techniques, discrete probability, recurrence relations, graphs, trees, and models of computation such as finite state machines and Turing machines. Prerequisite: a minimum grade of 2.0 in TCSS 321 and either TMATH 110 or TMATH 390.
Tacoma	TCSS	325	Computers, Ethics, and Society	5	I&S/VLPA					Analyzes social, political, and ethical implications of computer and information technologies. Covers Western ethical theories, professional ethics, and diverse topics in computer ethics. Emphasizes writing and the construction of ethical arguments.
Tacoma	TCSS	333	C for System Programming	5						Introduces C as a language for exploring low-level machine characteristics and interacting with operating system services. Includes bit models for numeric data, pointers, arrays and structures, memory allocation, development of multiple file programs, libraries, system calls, and tools for compiling and linking.
Tacoma	TCSS	342	Data Structures	5	QSR			TCES203,TCSS305;TCSS321		Covers data structures and classical algorithms with an emphasis on implementing them in high-level programming languages. Includes sequential and linked lists, binary trees, heaps, B-trees, hash tables, graphs, and algorithms for searching and sorting. Concentrates on developing implementations, understanding their performance, and estimating their potential effectiveness in applications. Prerequisite: minimum grade of 2.0 in either TCES 203 or TCSS 305; and TCSS 321.
Tacoma	TCSS	343	Design and Analysis of Algorithms	5	NW			TCSS342		Develops competencies associated with problem-solving, algorithms, and computational models. Explores algorithms analysis and design, and computational complexity. Includes efficient algorithms, models of computation, correctness, time and space complexity, NP-complete problems, and undecidable problems. Prerequisite: minimum grade of 2.0 in TCSS 342
Tacoma	TCSS	360	Software Development and Quality Assurance Techniques	5	NW			TCSS342		Covers how to build quality software using standard development practices and representations. Includes writing and using requirements, designing and representing computational units, rigorous program testing, reviews and inspections, and working effectively in teams. Prerequisite: a minimum grade of 2.0 in TCSS 342; 10 credits of writing coursework.
Tacoma	TCSS	371	Machine Organization	5				TCSS321		Develops the hardware basis for computing systems, and the relationship between hardware and software. Covers number representations, digital logic, machine organization, instruction set architecture, assembly language, and translation of high-level languages into machine instructions. Prerequisite: minimum grade of 2.0 in TCSS 321.
Tacoma	TCSS	372	Computer Architecture	5				TCSS371		Covers the microarchitecture level of machine design and advanced architecture features for perform enhancement. Topics include computer performance measures, microarchitecture instructions, CPU design (datapath, pipelines, control unit, instruction parallelism
Tacoma	TCSS	380	Fundamentals of Programming Language Concepts	5				TCSS371		Introduces fundamental programming language concepts common to all programming languages, including abstraction mechanisms, types, scoping, binding, control flow, subprograms, and concurrency. Compares imperative and declarative models using multiple programming languages. Examines implementation strategies, memory model, and programming environments. Prerequisite: minimum grade of 2.0 in TCSS 371.
Tacoma	TCSS	390	Undergraduate Seminar in CSS	2						Enhances problem-solving skills. Topics and approaches vary. Includes lectures and problem sessions in mathematics, programming, problem solving, and CSS applications. Does not carry credit toward the CSS degree Credit/no-credit only.
Tacoma	TCSS	421	Compiler Construction	5				&&TCSS342&&TCSS371		Develops student understanding of how compliers translate high level programming languages into assembly language. Includes specifying programming language syntax, building data structures, generating assembly code, and implementing a complier for a small high-level language. Prerequisite: minimum grade of 2.0 in both TCSS 342 and TCSS 371.
Tacoma	TCSS	422	Computer Operating Systems	5	QSR			TCSS372;&&TCSS380		Examines the fundamental concepts of operating systems and how they function. Includes process management, file systems, concurrency, inter-process communication, graphical interfaces, and security. Prerequisite: minimum grade of 2.0 in TCSS 372; and minimum grade of 2.0 in TCSS 380.
Tacoma	TCSS	430	Networking and Distributed Systems	5				TCSS360;TCSS422		Ns , MANs, and WANs; OSI protocol TCP/IP, routing, congestion, and flow control; data compression; interface between the network and the program (e.g., sockets, ports, mailboxes
Tacoma	TCSS	431	Network Security	5				TCSS321&&TCSS325		Covers cryptographic methods including public and private key algorithms. Examines protocols that utilize such methods, such as secure email, digital signatures, authorization, e-voting, and electronic cash. Includes lab component for demonstration of security techniques such as firewalls, intrusion detection systems, and virtual private networks. Prerequisite: a minimum grade of 2.0 in TCSS 321 and TCSS 325
Tacoma	TCSS	435	Artificial Intelligence and Knowledge Acquisition	5				TCSS342		Introduction to the uses of intelligence theories, techniques, and tools. Foundational material includes search, knowledge representation, machine learning, and planning. Artificial intelligence techniques applied to practical problems in areas such as control systems, optimization, scheduling, and classification. Prerequisite: a minimum grade of 2.0 in TCSS 342.
Tacoma	TCSS	437	Mobile Robotics	5				TCSS360;TCSS422		Explores algorithmic design options for motion control, navigation, and obstacle avoidance in mobile autonomous robots. Introduces pertinent principles from artificial intelligence and embedded real-time systems. Students construct robots from kits and program them to demonstrate sophisticated behaviors. Prerequisite: a minimum grade of 2.0 in TCSS 360; a minimum grade of 2.0 in TCSS 422.
Tacoma	TCSS	440	Formal Models in Computer Science	5				TCSS342		Covers languages, finite automata, regular expressions, context-free grammars, and other automata such as pushdown store machines and Turing machines. Includes models of computation, computable and non-computable functions, non-determinism, space and time complexity, tractable and intractable functions, non-determinism, space and time. Prerequisite: a minimum grade of 2.0 in TCSS 342.
Tacoma	TCSS	445	Database Systems Design	5	QSR			TCSS342		Fundamental concepts, system organization, and implementation of database systems. Methods for obtaining requirements and designing database systems; differences between hierarchical, relational, and network database designs; file organizations and data structures; structured query language (SQL
Tacoma	TCSS	446	Database Systems Internals	5				TCSS445		Covers the internals of a database system and the principles of building a database engine, including buffer management, query execution and optimization, and transaction management. Provides hands-on experience on the internals of one of the commercial database management systems as a case study. Prerequisite: TCSS 445.
Tacoma	TCSS	450	Mobile Application Programming	5				TCSS360		Covers mobile programming principles. Explores application life cycle, user interfaces, data management, graphics libraries, memory management, localization, and web services. Prerequisite: TCSS 360.
Tacoma	TCSS	452	Human-Computer Interaction	5				TCSS305,TINST312		Examines human-centered design of interactive systems. Focuses on understanding user needs, brainstorming, sketching, choosing from among design alternatives, prototyping, usability testing, representing, communicating, and critiquing designs. Prerequisite: minimum grade of 2.0 in either TCSS 305 or T INST 312.
Tacoma	TCSS	455	Introduction to Machine Learning	5				TCSS343		Introduces methods for supervised and unsupervised machine learning, such as decision trees, random forests, boosted decision trees, logistic regression, neural networks, deep learning, clustering, and association rule mining. Prerequisite: TCSS 343, or permission from instructor.
Tacoma	TCSS	456	Introduction to Natural Language Processing	5				TCSS342		Introduces fundamentals concepts and algorithms in Natural language Processing (NLP
Tacoma	TCSS	458	Computer Graphics	5	NW			TCSS342		Introduction to the main concepts in image synthesis, modeling, and animation. Topics include displays, drawing and rendering algorithms, geometric transformations, 2- and 3D viewing, objects representation, and computer animation. Prerequisite: a minimum grade of 2.0 in TCSS 342.
Tacoma	TCSS	460	Client/Server Programming for Internet Applications	5				TCSS360		Script, and DHTML, and topics like scripts, queries, forms, data access, redirection, firewalls, proxies, hypermedia, cookies, and gateways. Prerequisite: a minimum grade of 2.0 in TCSS 360.
Tacoma	TCSS	461	Advanced Software Engineering	5				TCSS360		Analyzes system re-engineering, domain-specific languages, generative development, system design and service-oriented architecture. Also covers how to handle legacy systems, utilize model driven software development to automate code generation and understand low to high level architectures, by using software engineering methodologies, refactoring, UML, and the Eclipse framework. Prerequisite: TCSS 360.
